date,race_id,pred_top3,pred_top5,actual_top3,actual_top5,pred_pwin_top5
20250129,2025_0129_44_01,12|13|5,12|13|5|6|3,6|12,6|12,0.135010|0.118716|0.109047|0.101258|0.083083
20250129,2025_0129_44_02,4|14|2,4|14|2|10|8,2|8,2|8,0.203343|0.130721|0.114381|0.067781|0.059035
20250129,2025_0129_44_03,12|4|6,12|4|6|8|9,12,12|9,0.281248|0.124999|0.120535|0.056250|0.048214
20250129,2025_0129_44_04,12|4|7,12|4|7|5|10,5|7|12,5|7|12|4,0.180548|0.120365|0.120365|0.072219|0.072219
20250129,2025_0129_44_05,9|8|5,9|8|5|3|7,8|5,8|5,0.424772|0.084954|0.076079|0.074960|0.074960
20250129,2025_0129_44_06,4|5|12,4|5|12|9|1,5|4,5|4,0.266323|0.266323|0.077094|0.066581|0.055101
20250129,2025_0129_44_07,11|5|13,11|5|13|12|4,4,4|13|11,0.211917|0.105958|0.074171|0.070639|0.070040
20250129,2025_0129_44_08,10|9|14,10|9|14|8|6,6|10|8,6|10|8|14,0.272829|0.181886|0.090943|0.062961|0.053380
20250129,2025_0129_44_09,7|4|12,7|4|12|8|5,4,4|7,0.246727|0.164485|0.075028|0.071962|0.070493
20250129,2025_0129_44_10,3|6|5,3|6|5|2|11,3,3|2,0.152527|0.152527|0.096796|0.095945|0.090511
20250129,2025_0129_44_11,13|12|11,13|12|11|5|6,12,12,0.251176|0.097680|0.077285|0.071765|0.064404
20250129,2025_0129_44_12,6|11|9,6|11|9|1|12,12|9,12|9|6,0.221298|0.221298|0.189684|0.066904|0.059013
20250129,2025_0129_48_01,1|3|4,1|3|4|5|6,3|4,3|4|6,0.134866|0.134866|0.134866|0.134866|0.134866
20250129,2025_0129_48_02,2|4|7,2|4|7|10|1,2|7|10,2|7|10|1|4,0.200383|0.200383|0.200383|0.200383|0.050096
20250129,2025_0129_48_03,5|9|8,5|9|8|6|2,9|6|5,9|6|5|2,0.154523|0.154523|0.139500|0.107628|0.093000
20250129,2025_0129_48_04,4|3|2,4|3|2|5|1,2|3|5,2|3|5,0.262077|0.123330|0.094079|0.087359|0.084239
20250129,2025_0129_48_05,9|7|8,9|7|8|4|11,8|9,8|9|11,0.150210|0.120481|0.106866|0.091795|0.085936
20250129,2025_0129_48_06,2|4|6,2|4|6|7|1,1|7,1|7|6,0.112989|0.112514|0.111378|0.110540|0.103422
20250129,2025_0129_48_07,9|3|6,9|3|6|2|4,9,9|4,0.190049|0.106427|0.105583|0.093221|0.092309
20250129,2025_0129_48_08,7|8|9,7|8|9|11|10,11|8,11|8,0.127342|0.121278|0.113193|0.100616|0.098243
20250129,2025_0129_48_09,2|1|5,2|1|5|10|6,2|6,2|6|1,0.377563|0.092196|0.081435|0.078659|0.073415
20250129,2025_0129_48_10,11|2|5,11|2|5|3|1,2|5,2|5|3,0.302372|0.109954|0.079572|0.079311|0.075593
20250129,2025_0129_48_11,4|8|2,4|8|2|1|3,8|2,8|2,0.286368|0.286368|0.090432|0.068728|0.061365
20250129,2025_0129_48_12,6|8|5,6|8|5|9|1,5|6,5|6|9,0.352146|0.145001|0.088037|0.073364|0.064027
20250129,2025_0129_51_01,7|10|5,7|10|5|2|4,5|7,5|7|4,0.114942|0.110030|0.109221|0.080379|0.080292
20250129,2025_0129_51_02,1|4|7,1|4|7|6|2,2,2|1|4,0.184566|0.184566|0.184566|0.092283|0.054284
20250129,2025_0129_51_03,6|5|2,6|5|2|10|7,6,6|10|7,0.184138|0.114575|0.099945|0.085397|0.083383
20250129,2025_0129_51_04,6|2|12,6|2|12|10|3,2|10|3,2|10|3|12,0.117268|0.103737|0.103478|0.097001|0.091430
20250129,2025_0129_51_05,3|5|9,3|5|9|4|2,2|4,2|4|3,0.236305|0.236305|0.098460|0.075955|0.073142
20250129,2025_0129_51_06,2|3|10,2|3|10|6|8,10|2,10|2|8|6,0.215833|0.172666|0.103600|0.085698|0.082659
20250129,2025_0129_51_07,2|8|10,2|8|10|3|1,2|3|1,2|3|1,0.177500|0.118333|0.108991|0.103542|0.102197
20250129,2025_0129_51_08,3|6|12,3|6|12|2|1,2|12|6,2|12|6,0.177242|0.132932|0.132932|0.081804|0.073851
20250129,2025_0129_51_09,2|6|8,2|6|8|4|5,8|2|6,8|2|6|5,0.342371|0.120837|0.108117|0.087149|0.080558
20250129,2025_0129_51_10,2|5|9,2|5|9|6|3,6|2,6|2|9,0.244377|0.244377|0.122189|0.093991|0.081459
20250129,2025_0129_51_11,4|10|12,4|10|12|8|3,12|10,12|10|8,0.208027|0.208027|0.208027|0.055474|0.052007
20250129,2025_0129_51_12,8|6|12,8|6|12|4|11,6|4|8,6|4|8|11,0.131024|0.103440|0.101908|0.091717|0.090709
20250129,2025_0129_54_01,10|5|8,10|5|8|3|2,10|5|8,10|5|8|3|2,0.446673|0.089335|0.067564|0.060079|0.059556
20250129,2025_0129_54_02,3|4|6,3|4|6|7|8,3,3,0.122134|0.122134|0.122134|0.122134|0.122134
20250129,2025_0129_54_03,2|1|6,2|1|6|3|9,2|9|1,2|9|1|3,0.366636|0.157130|0.071423|0.066061|0.061106
20250129,2025_0129_54_04,1|5|7,1|5|7|9|6,5|7,5|7|9|1,0.132686|0.128846|0.123975|0.118992|0.116077
20250129,2025_0129_54_05,11|1|7,11|1|7|5|10,11|7,11|7|1,0.175189|0.116793|0.106637|0.088098|0.084574
20250129,2025_0129_54_06,5|8|2,5|8|2|6|3,8|3|5,8|3|5|2|6,0.225287|0.206513|0.115647|0.107656|0.104896
20250129,2025_0129_54_07,6|7|8,6|7|8|3|1,6|3,6|3,0.136384|0.134627|0.126240|0.126185|0.124110
20250129,2025_0129_54_08,10|2|3,10|2|3|8|11,10|3,10|3|11,0.200446|0.133631|0.112751|0.093359|0.083112
20250129,2025_0129_54_09,7|4|9,7|4|9|2|1,7|2,7|2|9,0.235649|0.147720|0.115206|0.113350|0.083521
20250129,2025_0129_54_10,11|5|6,11|5|6|10|7,7|11,7|11|6|5,0.125307|0.117475|0.117475|0.102791|0.091688
20250130,2025_0130_44_01,1|10|9,1|10|9|3|6,1|3,1|3|6,0.287874|0.084669|0.071969|0.065179|0.063192
20250130,2025_0130_44_02,7|5|3,7|5|3|9|2,7|5,7|5|3,0.162000|0.104454|0.092084|0.090496|0.082658
20250130,2025_0130_44_03,5|9|6,5|9|6|4|8,9|6,9|6,0.179006|0.179006|0.119337|0.113913|0.083536
20250130,2025_0130_44_04,1|3|8,1|3|8|10|9,8|3,8|3,0.108388|0.108388|0.108388|0.081291|0.078039
20250130,2025_0130_44_05,6|1|7,6|1|7|2|5,2|1,2|1,0.248929|0.134039|0.124465|0.076594|0.073214
20250130,2025_0130_44_06,13|8|3,13|8|3|10|9,13|8,13|8|3,0.178010|0.168641|0.084767|0.067813|0.055762
20250130,2025_0130_44_07,5|11|1,5|11|1|9|8,5|11|9,5|11|9,0.138767|0.115639|0.113069|0.102790|0.092511
20250130,2025_0130_44_08,3|2|8,3|2|8|10|9,3,3|8|9,0.244367|0.073310|0.073310|0.065023|0.064370
20250130,2025_0130_44_09,4|2|8,4|2|8|11|1,11,11|4|8,0.119031|0.097775|0.091257|0.089468|0.084313
20250130,2025_0130_44_10,8|13|6,8|13|6|3|10,13,13|6|8,0.241142|0.108514|0.100476|0.072343|0.059733
20250130,2025_0130_44_11,5|9|12,5|9|12|3|1,12|3,12|3,0.272755|0.136378|0.106730|0.090918|0.066123
20250130,2025_0130_44_12,2|4|9,2|4|9|11|8,2|4|11,2|4|11,0.316122|0.124191|0.108385|0.075617|0.067215
20250130,2025_0130_48_01,6|7|8,6|7|8|3|1,8|7|6,8|7|6,0.176976|0.147480|0.122053|0.106796|0.103034
20250130,2025_0130_48_02,1|9|5,1|9|5|8|10,9,9|10|8,0.157988|0.141960|0.111057|0.093531|0.090071
20250130,2025_0130_48_03,5|6|1,5|6|1|2|7,1|5|6,1|5|6|2,0.256300|0.124590|0.113911|0.091536|0.076280
20250130,2025_0130_48_04,10|4|1,10|4|1|6|5,4|1|10,4|1|10|5,0.365864|0.116411|0.087807|0.086652|0.085201
20250130,2025_0130_48_05,4|7|2,4|7|2|3|1,4,4|1,0.372872|0.099432|0.087268|0.081850|0.069913
20250130,2025_0130_48_06,2|4|8,2|4|8|10|3,4|8|3,4|8|3,0.151564|0.147234|0.138032|0.122695|0.080676
20250130,2025_0130_48_07,4|9|1,4|9|1|5|11,4|1,4|1|5|11,0.137984|0.123904|0.100352|0.099919|0.098560
20250130,2025_0130_48_08,4|3|10,4|3|10|1|6,4,4|6,0.136575|0.128770|0.098637|0.092534|0.091885
20250130,2025_0130_48_09,7|9|1,7|9|1|8|3,7|8|9,7|8|9|1,0.196541|0.130064|0.123821|0.114121|0.113713
20250130,2025_0130_48_10,4|7|1,4|7|1|5|2,7|1,7|1|5|4,0.185671|0.159799|0.152434|0.146445|0.129970
20250130,2025_0130_48_11,10|6|5,10|6|5|2|1,10|6,10|6,0.230765|0.118341|0.083440|0.079403|0.073577
20250130,2025_0130_48_12,4|8|5,4|8|5|11|10,11|8,11|8|5|10,0.141326|0.125175|0.106209|0.105147|0.093881
20250130,2025_0130_51_01,12|4|1,12|4|1|10|5,1|12|4,1|12|4,0.136050|0.109305|0.098374|0.094591|0.094034
20250130,2025_0130_51_02,4|3|5,4|3|5|1|7,3,3|1,0.112207|0.098702|0.097822|0.095121|0.093218
20250130,2025_0130_51_03,5|10|2,5|10|2|9|3,10,10|9,0.125617|0.123148|0.092831|0.085648|0.085413
20250130,2025_0130_51_04,7|9|4,7|9|4|1|2,1|7,1|7|9,0.146883|0.139152|0.125900|0.122403|0.094425
20250130,2025_0130_51_05,5|11|4,5|11|4|9|2,9,9|4|11,0.133601|0.133601|0.110861|0.090504|0.082925
20250130,2025_0130_51_06,6|8|4,6|8|4|7|9,9|6|4,9|6|4,0.151890|0.148540|0.128835|0.120246|0.101007
20250130,2025_0130_51_07,6|2|5,6|2|5|7|9,7|5|2,7|5|2,0.363558|0.121186|0.109067|0.090889|0.075741
20250130,2025_0130_51_08,3|2|5,3|2|5|6|4,5|3|2,5|3|2|6,0.310096|0.162800|0.135667|0.134615|0.133287
20250130,2025_0130_51_09,6|3|1,6|3|1|4|5,1|3,1|3|5|6,0.352342|0.176171|0.151004|0.117447|0.112109
20250130,2025_0130_51_10,7|10|3,7|10|3|12|11,,3,0.153535|0.133302|0.102357|0.087255|0.076334
20250130,2025_0130_51_11,1|10|6,1|10|6|9|8,9,9|8,0.198691|0.198691|0.099346|0.072251|0.068123
20250130,2025_0130_51_12,9|8|1,9|8|1|3|6,8,8|9|6,0.186985|0.112191|0.098992|0.077910|0.076994
